packageName	permission	purpose	comfortScore
com.er.popularfunny	READ_PHONE_STATE	TARGETED_ADS	-0.15
com.er.scary	READ_PHONE_STATE	TARGETED_ADS	-0.2631578947368421
com.evernote	ACCESS_FINE_LOCATION	INTERNAL	0.25
com.evernote	ACCOUNTS	INTERNAL	0.8
com.evernote	CAMERA	INTERNAL	1.3
com.evernote	READ_CONTACTS	INTERNAL	0.1
com.evernote	READ_PHONE_STATE	INTERNAL	-0.2
com.evernote	RECORD_AUDIO	INTERNAL	1.15
com.expedition107.bells.light	READ_PHONE_STATE	TARGETED_ADS	-0.5
com.facebook.katana	ACCESS_FINE_LOCATION	INTERNAL	0.65
com.facebook.katana	ACCOUNTS	INTERNAL	1.0666666666666667
com.facebook.katana	READ_CONTACTS	INTERNAL	0.85
com.facebook.katana	READ_PHONE_STATE	INTERNAL	0.2
com.facebook.katana	READ_PHONE_STATE	UTILITY	0.65
com.facebook.orca	ACCESS_FINE_LOCATION	INTERNAL	0.05
com.facebook.orca	ACCOUNTS	INTERNAL	0.95
com.facebook.orca	CAMERA	INTERNAL	1.3157894736842106
com.facebook.orca	READ_CONTACTS	INTERNAL	0.5
com.facebook.orca	READ_PHONE_STATE	INTERNAL	-0.05263157894736842
com.facebook.orca	READ_PHONE_STATE	UTILITY	0.8421052631578947
com.facebook.orca	RECORD_AUDIO	INTERNAL	1.1
com.favoritemedium	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	0.3
com.favoritemedium	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.1
com.favoritemedium	ACCOUNTS	INTERNAL	0.8
com.favoritemedium	READ_PHONE_STATE	INTERNAL	1.0
com.favoritemedium	READ_PHONE_STATE	TARGETED_ADS	0.1
com.feelingtouch.FlyMan	READ_PHONE_STATE	INTERNAL	0.75
com.feelingtouch.FlyMan	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.15
com.feelingtouch.FlyMan	READ_PHONE_STATE	TARGETED_ADS	-0.05
com.feelingtouch.bugswar	READ_PHONE_STATE	INTERNAL	0.2
com.feelingtouch.bugswar	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.3
com.feelingtouch.bugswar	READ_PHONE_STATE	TARGETED_ADS	0.7
com.feelingtouch.dragon.ice	READ_PHONE_STATE	INTERNAL	0.6
com.feelingtouch.dragon.ice	READ_PHONE_STATE	MOBILE_ANALYTICS	0.0
com.feelingtouch.dragon.ice	READ_PHONE_STATE	TARGETED_ADS	-0.05
com.fingersoft.hillclimb	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.8
com.fingersoft.nightvisioncamera	CAMERA	INTERNAL	1.15
com.fingersoft.nightvisioncamera	READ_PHONE_STATE	TARGETED_ADS	-0.5263157894736842
com.fitbit.FitbitMobile	BLUETOOTH	MOBILE_ANALYTICS	0.95
com.fivemobile.cineplex	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	0.2
com.fivemobile.cineplex	ACCESS_FINE_LOCATION	TARGETED_ADS	0.3
com.folkalley.android	READ_PHONE_STATE	INTERNAL	-0.05
com.fontaines	ACCESS_FINE_LOCATION	INTERNAL	1.263157894736842
com.fontaines	CAMERA	INTERNAL	0.6
com.forrestheller.trippingfest.free	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.9444444444444444
com.forrestheller.trippingfest.free	READ_PHONE_STATE	TARGETED_ADS	-0.2222222222222222
com.forshared	READ_PHONE_STATE	INTERNAL	-0.5
com.forshared	READ_PHONE_STATE	TARGETED_ADS	-0.9411764705882353
com.fractiv.lanesplitter	READ_PHONE_STATE	TARGETED_ADS	0.0
com.fridgecat.android.atiltlite	ACCOUNTS	INTERNAL	0.65
com.fridgecat.android.atiltlite	READ_PHONE_STATE	INTERNAL	0.65
com.fridgecat.android.atiltlite	READ_PHONE_STATE	TARGETED_ADS	-0.4
com.frimastudio.android.SpaceShooter	READ_PHONE_STATE	INTERNAL	0.8
com.fruit.shooter.blast	READ_CONTACTS	SECONDARY_MARKET	-1.3
com.fruit.shooter.legend	READ_CONTACTS	SECONDARY_MARKET	-1.3
com.funny.meme	READ_PHONE_STATE	TARGETED_ADS	-0.4
com.gamebasics.osm	SEND_SMS	PAYMENT	-0.5
com.gamecircus.PrizeClaw	READ_PHONE_STATE	INTERNAL	0.9
com.gamecircus.PrizeClaw	READ_PHONE_STATE	TARGETED_ADS	-0.3
com.gameforge.xmobile.war	READ_PHONE_STATE	INTERNAL	0.7368421052631579
com.gameforge.xmobile.war	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.4
com.gameforge.xmobile.war	READ_PHONE_STATE	TARGETED_ADS	0.15
com.gameinsight.crimestory	READ_PHONE_STATE	TARGETED_ADS	-0.05
com.gameinsight.enchantedrealm	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	0.05
com.gameinsight.enchantedrealm	READ_PHONE_STATE	INTERNAL	0.8
com.gameinsight.funnylovetest	READ_PHONE_STATE	TARGETED_ADS	0.0
com.gameinsight.kingdom	ACCOUNTS	INTERNAL	-0.05263157894736842
com.gameinsight.kingdom	READ_PHONE_STATE	INTERNAL	0.75
com.gameinsight.kingdom	READ_PHONE_STATE	TARGETED_ADS	-0.7894736842105263
com.gameinsight.myclinic	READ_PHONE_STATE	INTERNAL	0.5294117647058824
com.gameinsight.myclinic	READ_PHONE_STATE	TARGETED_ADS	0.0625
com.gamelion.ck	READ_PHONE_STATE	MOBILE_ANALYTICS	0.35
com.gamelion.ck	READ_PHONE_STATE	TARGETED_ADS	-0.55
com.gameloft.android.ANMP.GloftDMHM	READ_PHONE_STATE	INTERNAL	-0.6
com.gameloft.android.ANMP.GloftDMHM	READ_PHONE_STATE	TARGETED_ADS	-0.8
com.gameloft.android.ANMP.GloftIAHM	READ_PHONE_STATE	INTERNAL	-0.3157894736842105
com.gameloft.android.ANMP.GloftIAHM	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.75
com.gameloft.android.ANMP.GloftIAHM	READ_PHONE_STATE	TARGETED_ADS	-0.7
com.gamestop.powerup	ACCESS_FINE_LOCATION	DEVELOPMENT_AID	0.9375
com.gamestop.powerup	CAMERA	DEVELOPMENT_AID	0.9444444444444444
com.gamestop.powerup	READ_CONTACTS	DEVELOPMENT_AID	-1.2941176470588236
com.gamevil.cartoonwars.one.global	READ_PHONE_STATE	INTERNAL	0.7368421052631579
com.gamevil.cartoonwars.one.global	READ_PHONE_STATE	TARGETED_ADS	-0.15
com.gamevil.cartoonwars.two.global	READ_PHONE_STATE	INTERNAL	0.65
com.gamevil.cartoonwars.two.global	READ_PHONE_STATE	TARGETED_ADS	-0.3333333333333333
com.gau.go.launcherex	READ_CONTACTS	INTERNAL	0.4
com.gau.go.launcherex.gowidget.weatherwidget	ACCOUNTS	SECONDARY_MARKET	-0.6
com.gau.go.launcherex.gowidget.weatherwidget	READ_PHONE_STATE	SECONDARY_MARKET	-0.7368421052631579
com.genina.android.blackjack.view	READ_PHONE_STATE	GAME_ENGINE	-1.05
com.geogame.event	ACCESS_FINE_LOCATION	INTERNAL	0.3076923076923077
com.geogame.event	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	1.0
com.geogame.event	READ_PHONE_STATE	TARGETED_ADS	0.0
com.gjmatw.android.app	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.23529411764705882
com.glu.android.ck	READ_PHONE_STATE	PAYMENT	-0.15
com.glu.android.ck	READ_PHONE_STATE	TARGETED_ADS	0.1
com.glu.android.gunbros_free	READ_PHONE_STATE	TARGETED_ADS	-0.05
com.google.android.apps.books	ACCOUNTS	INTERNAL	1.1
com.google.android.apps.docs	ACCOUNTS	INTERNAL	1.4210526315789473
com.google.android.apps.docs	CAMERA	INTERNAL	1.25
com.google.android.apps.docs	READ_CONTACTS	INTERNAL	0.4
com.google.android.apps.googlevoice	ACCOUNTS	INTERNAL	1.105263157894737
com.google.android.apps.googlevoice	READ_CONTACTS	INTERNAL	1.3157894736842106
com.google.android.apps.googlevoice	READ_PHONE_STATE	INTERNAL	1.05
com.google.android.apps.googlevoice	SEND_SMS	INTERNAL	1.7
com.google.android.apps.maps	ACCESS_FINE_LOCATION	INTERNAL	1.263157894736842
com.google.android.apps.maps	ACCOUNTS	INTERNAL	1.1842105263157894
com.google.android.apps.maps	READ_CONTACTS	INTERNAL	0.3157894736842105
com.google.android.apps.plus	ACCESS_FINE_LOCATION	INTERNAL	0.25
com.google.android.apps.plus	ACCOUNTS	INTERNAL	1.4
com.google.android.apps.plus	READ_CONTACTS	INTERNAL	0.45
com.google.android.apps.plus	READ_PHONE_STATE	INTERNAL	0.5
com.google.android.apps.translate	ACCOUNTS	INTERNAL	1.0
com.google.android.apps.translate	CAMERA	INTERNAL	1.1
com.google.android.apps.translate	RECORD_AUDIO	INTERNAL	1.7
com.google.android.apps.unveil	ACCESS_FINE_LOCATION	INTERNAL	0.6666666666666666
com.google.android.apps.unveil	CAMERA	INTERNAL	1.2222222222222223
com.google.android.gm	ACCOUNTS	INTERNAL	1.4736842105263157
com.google.android.gm	READ_CONTACTS	INTERNAL	1.2
com.google.android.gms	ACCESS_FINE_LOCATION	INTERNAL	-0.21052631578947367
com.google.android.gms	ACCOUNTS	INTERNAL	1.3611111111111112
com.google.android.gms	READ_CONTACTS	INTERNAL	0.5263157894736842
com.google.android.gms	READ_PHONE_STATE	INTERNAL	0.3684210526315789
com.google.android.googlequicksearchbox	ACCOUNTS	INTERNAL	1.25
com.google.android.googlequicksearchbox	BLUETOOTH	INTERNAL	1.3
com.google.android.googlequicksearchbox	READ_CONTACTS	INTERNAL	0.3684210526315789
com.google.android.googlequicksearchbox	SEND_SMS	INTERNAL	0.85
com.google.android.maps.mytracks	ACCESS_FINE_LOCATION	INTERNAL	1.15
com.google.android.maps.mytracks	ACCOUNTS	INTERNAL	0.75
com.google.android.maps.mytracks	BLUETOOTH	INTERNAL	0.65
com.google.android.maps.mytracks	READ_CONTACTS	INTERNAL	-0.6
com.google.android.maps.mytracks	READ_PHONE_STATE	INTERNAL	-0.25
com.google.android.music	ACCOUNTS	INTERNAL	1.35
com.google.android.talk	ACCESS_FINE_LOCATION	INTERNAL	0.6
com.google.android.talk	ACCOUNTS	INTERNAL	1.4
com.google.android.talk	CAMERA	INTERNAL	1.2
com.google.android.talk	READ_CONTACTS	INTERNAL	1.05
com.google.android.talk	READ_PHONE_STATE	INTERNAL	0.15
com.google.android.talk	SEND_SMS	INTERNAL	0.9
com.google.android.videos	ACCOUNTS	INTERNAL	1.1
com.google.android.youtube	ACCOUNTS	INTERNAL	1.05
com.google.android.youtube	CAMERA	INTERNAL	-0.75
com.google.android.ytremote	ACCOUNTS	INTERNAL	1.15
com.google.android.ytremote	READ_PHONE_STATE	INTERNAL	0.6
com.google.earth	ACCOUNTS	INTERNAL	1.1578947368421053
com.gotow.hexdefensefree	ACCOUNTS	INTERNAL	0.6842105263157895
com.gridmob.android.funnycall	READ_PHONE_STATE	INTERNAL	0.75
com.gridmob.android.funnycall	READ_PHONE_STATE	TARGETED_ADS	-0.25
com.guidasky.android	READ_PHONE_STATE	INTERNAL	0.8888888888888888
com.halfbrick.fruitninjafree	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.65
com.halfbrick.fruitninjafree	ACCESS_FINE_LOCATION	INTERNAL	-0.5
com.halfbrick.fruitninjafree	ACCESS_FINE_LOCATION	TARGETED_ADS	-1.15
com.halfbrick.fruitninjafree	ACCOUNTS	INTERNAL	0.65
com.halfbrick.fruitninjafree	READ_PHONE_STATE	INTERNAL	-0.2
com.halfbrick.fruitninjafree	READ_PHONE_STATE	TARGETED_ADS	-0.5263157894736842
com.halfbrick.jetpackjoyride	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.6
com.halfbrick.jetpackjoyride	ACCOUNTS	INTERNAL	0.1
com.halfbrick.jetpackjoyride	READ_PHONE_STATE	INTERNAL	-0.45
com.halfbrick.jetpackjoyride	READ_PHONE_STATE	TARGETED_ADS	-0.55
com.handmark.tweetcaster	ACCESS_COARSE_LOCATION	UTILITY	0.9
com.happyelements.happyfish	ACCESS_FINE_LOCATION	SNS	-0.2631578947368421
com.happyelements.happyfish	READ_PHONE_STATE	PAYMENT	-0.05
com.hipipal.qpy3	SEND_SMS	DEVELOPMENT_AID	-0.10526315789473684
com.hipipal.qpyplus	BLUETOOTH	DEVELOPMENT_AID	0.95
com.hotspots.voicedialer	ACCESS_FINE_LOCATION	SECONDARY_MARKET	-0.7894736842105263
com.hyperkani.hyppely	READ_PHONE_STATE	TARGETED_ADS	-0.2
com.icloudzone.SpeedNight	READ_CONTACTS	SOCIAL_GAMING	-0.6
com.icloudzone.SpeedNight2	READ_CONTACTS	SOCIAL_GAMING	-0.35
com.ielfgame.ironRusher	READ_PHONE_STATE	INTERNAL	0.5
com.ielfgame.ironRusher	READ_PHONE_STATE	TARGETED_ADS	-0.3157894736842105
com.igg.castleclash	ACCOUNTS	INTERNAL	0.45
com.igg.castleclash	READ_PHONE_STATE	INTERNAL	-0.45
com.igg.castleclash	READ_PHONE_STATE	TARGETED_ADS	-1.2
com.imangi.templerun2	READ_PHONE_STATE	GAME_ENGINE	-0.8
com.imangi.templerun2	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.9
com.insasofttech.GhostCam	CAMERA	INTERNAL	1.0
com.insasofttech.GhostCam	READ_PHONE_STATE	TARGETED_ADS	-0.3
com.insasofttech.TattooCam	READ_PHONE_STATE	TARGETED_ADS	-0.5882352941176471
com.instagram.android	ACCESS_FINE_LOCATION	INTERNAL	0.6842105263157895
com.instagram.android	ACCOUNTS	INTERNAL	1.3333333333333333
com.instagram.android	CAMERA	INTERNAL	1.7894736842105263
com.instagram.android	READ_CONTACTS	INTERNAL	0.35294117647058826
com.instagram.android	RECORD_AUDIO	INTERNAL	1.2352941176470589
